# noise_analysis run from DCC-NOISE-001003 at Tue Apr 16 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
16/04/2013 11:15:00,   70.22,   74.75,   64.55,   80.45,   87.29,   71.75
16/04/2013 11:20:00,   68.74,   71.34,   63.31,   78.20,   81.78,   70.85
16/04/2013 11:25:00,   70.88,   75.19,   65.03,   81.01,   87.01,   72.41
16/04/2013 11:30:00,   66.52,   68.95,   62.83,   75.61,   78.13,   70.32
16/04/2013 11:35:00,   69.98,   73.47,   64.10,   79.74,   85.63,   71.91
16/04/2013 11:40:00,   71.85,   77.73,   65.06,   82.57,   89.56,   72.12
16/04/2013 11:45:00,   68.37,   74.04,   60.02,   79.05,   85.82,   65.57
16/04/2013 11:50:00,   67.88,   73.85,   57.99,   78.90,   86.49,   63.54
16/04/2013 11:55:00,   68.30,   74.23,   59.98,   79.06,   86.95,   65.46
16/04/2013 12:00:00,   66.40,   70.83,   59.07,   77.07,   84.01,   63.66
16/04/2013 12:05:00,   63.12,   65.17,   58.03,   71.82,   76.50,   63.10
16/04/2013 12:10:00,   68.76,   75.43,   57.84,   79.78,   87.84,   61.70
16/04/2013 12:15:00,   65.32,   72.77,   57.57,   76.29,   85.00,   62.05
16/04/2013 12:20:00,   65.83,   72.41,   57.73,   76.83,   85.14,   63.02
16/04/2013 12:25:00,   64.64,   68.93,   56.96,   75.34,   82.75,   62.84
16/04/2013 12:30:00,   64.48,   68.69,   58.15,   74.80,   81.65,   63.03
16/04/2013 12:35:00,   64.44,   69.33,   58.23,   75.09,   81.81,   63.07
16/04/2013 12:40:00,   64.84,   69.65,   56.28,   75.55,   82.47,   61.13
16/04/2013 12:45:00,   70.31,   78.70,   59.64,   82.25,   90.64,   64.68
16/04/2013 12:50:00,   65.42,   70.54,   59.22,   75.79,   82.81,   64.20
16/04/2013 12:55:00,   63.90,   68.94,   58.30,   73.95,   79.88,   64.14
16/04/2013 13:00:00,   63.55,   69.60,   55.89,   74.41,   82.21,   61.23
16/04/2013 13:05:00,   65.66,   71.03,   57.54,   75.50,   82.61,   64.08
16/04/2013 13:10:00,   65.60,   71.90,   58.43,   75.46,   83.92,   62.65
16/04/2013 13:15:00,   66.41,   71.29,   57.23,   77.52,   84.04,   62.85
16/04/2013 13:20:00,   59.64,   61.75,   55.53,   68.46,   73.33,   60.99
16/04/2013 13:25:00,   61.13,   64.90,   55.81,   69.89,   75.96,   60.60
16/04/2013 13:30:00,   60.79,   65.19,   55.85,   70.13,   77.10,   60.87
16/04/2013 13:35:00,   59.84,   62.47,   54.21,   68.84,   74.14,   59.96
16/04/2013 13:40:00,   62.39,   66.63,   55.63,   72.50,   78.48,   60.71
16/04/2013 13:45:00,   58.43,   60.47,   54.73,   65.88,   71.17,   60.40
16/04/2013 13:50:00,   62.84,   66.84,   55.19,   72.13,   78.01,   61.33
